cpu_name;cores;cpu_mark;thread_mark;tdp;socket;category
AMD E2-2000 APU;2;490;537;18;BGA413,FT1;Laptop
AMD E2-3000 APU;2;726;547;15;FT3;Laptop
AMD E2-3000M APU;2;668;731;35;FS1;Laptop
AMD E2-3200 APU;2;953;964;65;FM1;Desktop
AMD E2-3800 APU;4;1148;436;15;FT3;Laptop
AMD E2-6110 APU;4;1117;471;15;AM1,FT3b;Laptop
AMD E2-7015;2;572;472;-1;Unknown;Laptop
AMD E2-7015 APU;2;662;507;-1;Unknown;Laptop
AMD E2-7110 APU;4;1514;611;15;FP4 BGA;Laptop
AMD E2-9000;2;945;799;10;Unknown;Laptop
AMD E2-9000e;2;894;755;6;Unknown;Laptop
AMD E2-9010;2;1093;909;15;FP4;Laptop
AMD E2-9030;2;983;860;-1;BGA (FT4);Desktop
AMD Embedded G-Series GX-215JJ Radeon R2E;2;1064;861;10;FP4;Laptop, Mobile/Embedded
AMD Embedded G-Series GX-224IJ Radeon R4E;2;1271;1119;15;FP4;Laptop, Mobile/Embedded
AMD Embedded G-Series GX-420GI Radeon R7E;4;1576;824;-1;FP4;Laptop, Mobile/Embedded
AMD Embedded R-Series RX-216GD;2;1628;1313;15;BGA (FP4);Laptop, Mobile/Embedded
AMD Embedded R-Series RX-418GD Radeon R6;4;3426;1467;35;FP4;Laptop, Mobile/Embedded
AMD Embedded R-Series RX-421BD;4;3302;1477;35;BGA (FP4);Laptop, Mobile/Embedded
AMD Embedded R-Series RX-421ND;4;3575;1536;35;FP4;Mobile/Embedded
AMD EPYC 3101 4-Core;4;6050;1787;-1;Unknown;Unknown
AMD EPYC 3151;4;8425;1897;45;SP4r2;Server
AMD EPYC 3201;8;8545;1500;30;SP4r2;Server
AMD EPYC 3251;8;13912;1881;50;SP4r2;Server
AMD EPYC 3451;16;19532;1700;-1;Unknown;Server
AMD EPYC 7232P;8;17017;1549;120;SP3;Server
AMD EPYC 7251;8;14935;1671;120;SP3;Server
AMD EPYC 7252;8;19411;2020;120;SP3;Server
[Dual CPU] AMD EPYC 7252;8;34767;2093;120;SP3;Server
AMD EPYC 7262;8;20795;2036;155;SP3;Server
[Dual CPU] AMD EPYC 7262;8;34227;2023;155;SP3;Server
AMD EPYC 7272;12;25568;1948;120;SP3;Server
[Dual CPU] AMD EPYC 7272;12;44270;2019;120;SP3;Server
AMD EPYC 7281;16;21621;1626;155;SP3;Server
AMD EPYC 7282;16;29548;1848;120;SP3;Server
[Dual CPU] AMD EPYC 7282;16;53507;2031;120;SP3;Server
AMD EPYC 72F3;8;27252;3070;180;SP3;Server
[Dual CPU] AMD EPYC 72F3;8;50017;3034;180;SP3;Server
AMD EPYC 7301;16;14991;1363;155;SP3;Server
[Dual CPU] AMD EPYC 7301;16;34148;1654;155;SP3;Server
AMD EPYC 7302;16;33002;2013;155;SP3;Server
[Dual CPU] AMD EPYC 7302;16;51405;1936;155;SP3;Server
AMD EPYC 7302P;16;32612;1870;155;SP3;Server
AMD EPYC 7313;16;40075;2503;155;SP3;Server
[Dual CPU] AMD EPYC 7313;16;66528;2609;155;SP3;Server
AMD EPYC 7313P;16;42032;2704;155;SP3;Server
AMD EPYC 7343;16;44189;2718;190;SP3;Server
[Dual CPU] AMD EPYC 7343;16;73934;2806;190;SP3;Server
AMD EPYC 7351;16;23566;1821;155;SP3;Server
[Dual CPU] AMD EPYC 7351;16;25431;1747;155;SP3;Server
AMD EPYC 7351P;16;25657;1788;155;SP3;Server
AMD EPYC 7352;24;40096;1969;155;SP3;Server
[Dual CPU] AMD EPYC 7352;24;65921;2040;155;SP3;Server
AMD EPYC 7371;16;31094;2377;-1;SP3;Server
AMD EPYC 73F3;16;46103;2883;240;SP3;Server
[Dual CPU] AMD EPYC 73F3;16;65909;2671;240;SP3;Server
[Dual CPU] AMD EPYC 7401;24;55280;1850;155;SP3;Server
AMD EPYC 7401P;24;28293;1724;155;SP3;Server
AMD EPYC 7402;24;47554;2124;180;SP3;Server
[Dual CPU] AMD EPYC 7402;24;62858;1931;180;SP3;Server
AMD EPYC 7402P;24;42928;1963;180;SP3;Server
AMD EPYC 7413;24;50223;2365;180;SP3;Server
[Dual CPU] AMD EPYC 7413;24;73911;2184;180;SP3;Server
AMD EPYC 7443;24;55901;2900;200;SP3;Server
[Dual CPU] AMD EPYC 7443;24;87675;2979;200;SP3;Server
AMD EPYC 7443P;24;57139;2913;200;SP3;Server
AMD EPYC 7451;24;20471;1975;180;SP3;Server
[Dual CPU] AMD EPYC 7451;24;51778;1948;180;SP3;Server
AMD EPYC 7452;32;47951;1980;155;SP3;Server
[Dual CPU] AMD EPYC 7452;32;77746;2160;155;SP3;Server
AMD EPYC 7453;28;50575;2522;225;SP3;Server
[Dual CPU] AMD EPYC 7453;28;80327;2371;225;SP3;Server
AMD EPYC 7473X;24;59280;2751;240;SP3;Server
[Dual CPU] AMD EPYC 7473X;24;83530;2290;240;SP3;Server
AMD EPYC 74F3;24;60666;2942;240;SP3;Server
[Dual CPU] AMD EPYC 74F3;24;95621;2982;240;SP3;Server
AMD EPYC 7501;32;24925;1925;155;SP3;Server
AMD EPYC 7502;32;45839;1931;180;SP3;Server
[Dual CPU] AMD EPYC 7502;32;80680;2189;180;SP3;Server
AMD EPYC 7502P;32;50298;1989;180;SP3;Server
AMD EPYC 7513;32;59988;2467;200;SP3;Server
[Dual CPU] AMD EPYC 7513;32;96409;2730;200;SP3;Server
AMD EPYC 7532;32;53051;2043;200;SP3;Server
[Dual CPU] AMD EPYC 7532;32;82196;2139;200;SP3;Server
AMD EPYC 7542;32;47626;2105;225;SP3;Server
[Dual CPU] AMD EPYC 7542;32;75117;2063;225;SP3;Server
AMD EPYC 7543;32;60132;2616;240;SP3;Server
[Dual CPU] AMD EPYC 7543;32;98069;2616;240;SP3;Server
AMD EPYC 7543P;32;66687;2741;225;SP3;Server
AMD EPYC 7551;32;22463;1745;180;SP3;Server
[Dual CPU] AMD EPYC 7551;32;55754;1726;180;SP3;Server
AMD EPYC 7551P;32;38366;1784;180;SP3;Server
AMD EPYC 7552;48;51104;2175;200;SP3;Server
[Dual CPU] AMD EPYC 7552;48;72235;1527;200;SP3;Server
AMD EPYC 7571;32;27445;1934;120;SP3;Server
AMD EPYC 7573X;32;70868;2663;280;SP3;Server
[Dual CPU] AMD EPYC 7573X;32;103531;2650;280;SP3;Server
AMD EPYC 75F3;32;68505;2775;280;SP3;Server
[Dual CPU] AMD EPYC 75F3;32;99758;2616;280;SP3;Server
AMD EPYC 7601;32;34079;1890;180;SP3;Server
[Dual CPU] AMD EPYC 7601;32;53468;1757;180;SP3;Server
AMD EPYC 7642;48;59390;2018;225;SP3;Server
[Dual CPU] AMD EPYC 7642;48;94050;2140;225;SP3;Server
AMD EPYC 7643;48;76455;2695;225;SP3;Server
[Dual CPU] AMD EPYC 7643;48;115676;2689;225;SP3;Server
AMD EPYC 7662;64;73321;2106;225;SP3;Server
[Dual CPU] AMD EPYC 7662;64;97178;2089;225;SP3;Server
AMD EPYC 7663;56;81228;2610;240;SP3;Server
AMD EPYC 7702;64;69872;2086;200;SP3;Server
[Dual CPU] AMD EPYC 7702;64;93172;2067;200;SP3;Server
AMD EPYC 7702P;64;63633;2110;200;SP3;Server
AMD EPYC 7713;64;83566;2631;225;SP3;Server
[Dual CPU] AMD EPYC 7713;64;113896;2575;225;SP3;Server
AMD EPYC 7713P;64;80373;2617;225;SP3;Server
AMD EPYC 7742;64;69183;2160;225;SP3;Server
[Dual CPU] AMD EPYC 7742;64;96766;2142;225;SP3;Server
AMD EPYC 7763;64;86223;2568;280;SP3;Server
[Dual CPU] AMD EPYC 7763;64;116098;2513;280;SP3;Server
AMD EPYC 7773X;64;91491;2570;280;SP3;Server
[Dual CPU] AMD EPYC 7773X;64;99255;2335;280;SP3;Server
AMD EPYC 7B12;64;65658;2115;240;SP3;Server
[Dual CPU] AMD EPYC 7B12;64;102240;2145;240;SP3;Server
AMD EPYC 7B13;60;77460;2564;-1;Unknown;Server
AMD EPYC 7D12;32;42762;1892;85;Unknown;Server
AMD EPYC 7F32;8;23453;2466;180;SP3;Server
[Dual CPU] AMD EPYC 7F32;8;39712;2415;180;SP3;Server
AMD EPYC 7F52;16;39923;2460;240;SP3;Server
[Dual CPU] AMD EPYC 7F52;16;65787;2453;240;SP3;Server
AMD EPYC 7F72;24;50050;2307;240;SP3;Server
AMD EPYC 7H12;64;69633;1774;280;SP3;Server
[Dual CPU] AMD EPYC 7H12;64;97573;2022;280;SP3;Server
AMD EPYC 7J13;64;84786;2450;-1;Unknown;Server
[Dual CPU] AMD EPYC 7J13;64;119134;2594;-1;Unknown;Server
AMD EPYC 7K62;48;49104;2093;-1;SP3;Server
[Dual CPU] AMD EPYC 7K62;48;93197;2135;-1;SP3;Server
[Dual CPU] AMD EPYC 7K83;64;102053;2458;-1;Unknown;Server
AMD EPYC 7R12;48;48934;2079;200;SP3;Server
[Dual CPU] AMD EPYC 7R12;48;92961;2142;200;SP3;Server
AMD EPYC 7R32;48;64727;1922;-1;Unknown;Server
[Dual CPU] AMD EPYC 7R32;48;74520;1918;-1;Unknown;Server
AMD EPYC 7T83;64;81757;2462;280;SP3;Server
[Dual CPU] AMD EPYC 7T83;64;114770;2532;280;SP3;Server
AMD EPYC 7V13;64;82878;2729;240;SP3;Server
[Dual CPU] AMD EPYC 7Y83;64;108281;2622;280;SP3;Mobile/Embedded
AMD EPYC 8024P 8-Core;8;20497;2372;-1;Unknown;Unknown
AMD EPYC 8124P 16-Core;16;35766;2369;-1;Unknown;Unknown
AMD EPYC 8224P 24-Core;24;43782;2370;-1;Unknown;Unknown
AMD EPYC 8324P 32-Core;32;53373;2366;-1;Unknown;Unknown
AMD EPYC 8434P;48;62182;2445;200;SP6;Server
AMD EPYC 8534P 64-Core;64;61570;2444;-1;Unknown;Unknown
AMD EPYC 9124;16;43823;2756;200;SP5;Server
[Dual CPU] AMD EPYC 9124;16;60179;2028;200;SP5;Server
AMD EPYC 9174F;16;55485;3318;320;SP5;Unknown
[Dual CPU] AMD EPYC 9174F;16;90483;3439;320;SP5;Unknown
AMD EPYC 9184X;16;50344;3196;320;SP5;Server
[Dual CPU] AMD EPYC 9184X;16;84253;3222;320;SP5;Server
AMD EPYC 9224;24;62900;2943;200;Unknown;Server
[Dual CPU] AMD EPYC 9224;24;93314;2865;200;Unknown;Server
AMD EPYC 9254;24;70630;3261;200;SP5;Server
AMD EPYC 9274F;24;73463;3347;-1;SP5;Server
[Dual CPU] AMD EPYC 9274F;24;112474;3336;-1;SP5;Server
AMD EPYC 9334;32;65279;2417;-1;SP5;Server
[Dual CPU] AMD EPYC 9334;32;115616;3076;-1;SP5;Server
[Dual CPU] AMD EPYC 9354;32;104179;2592;280;SP5;Server
AMD EPYC 9354P;32;78796;2985;280;SP5;Server
AMD EPYC 9454P;48;95894;2981;290;SP5;Server
AMD EPYC 9474F;48;104894;3179;360;SP5;Server
AMD EPYC 9534;64;88716;2409;280;SP5;Server
AMD EPYC 9554;64;111635;2929;360;SP5;Server
[Dual CPU] AMD EPYC 9554;64;146271;2949;360;SP5;Server
AMD EPYC 9554P;64;109858;2932;360;SP5;Server
[Dual CPU] AMD EPYC 9634;84;142801;2821;290;SP5;Server
AMD EPYC 9654;96;122091;2922;360;SP5;Server
[Dual CPU] AMD EPYC 9654;96;145967;2742;360;SP5;Server
AMD EPYC 9654P;96;113949;2616;360;SP5;Server
AMD EPYC 9754;128;81404;2437;360;SP5;Server
[Dual CPU] AMD EPYC 9754;128;134656;2388;360;SP5;Server
AMD EPYC Embedded 7292P;16;30542;2091;-1;Unknown;Server
AMD FirePro A320 APU;4;2153;1193;100;FM2;Desktop
AMD FX-4100 Quad-Core;2;2607;1285;95;AM3+;Desktop
AMD FX-4130 Quad-Core;2;2676;1330;125;AM3+;Desktop
AMD FX-4150 Quad-Core;4;3327;1465;125;AM3+;Desktop
AMD FX-4170 Quad-Core;2;3034;1464;125;AM3+;Desktop
AMD FX-4200 Quad-Core;4;3109;1301;125;AM3+;Desktop
AMD FX-4300 Quad-Core;2;2996;1488;95;AM3+;Desktop
AMD FX-4320;2;3072;1550;95;AM3+;Desktop
AMD FX-4330;2;3098;1559;95;AM3+;Desktop
AMD FX-4350 Quad-Core;2;3304;1612;125;AM3+;Desktop
AMD FX-6100 Six-Core;3;3677;1318;95;AM3+;Desktop
AMD FX-6120 Six-Core;3;3887;1409;95;AM3+;Desktop
AMD FX-6130 Six-Core;3;4353;1390;125;AM3+;Desktop
AMD FX-6200 Six-Core;3;4107;1411;125;AM3+;Desktop
AMD FX-6300 Six-Core;3;4203;1489;95;AM3+;Desktop
AMD FX-6330 Six-Core;3;4418;1519;95;AM3+;Desktop
AMD FX-6350 Six-Core;3;4544;1557;125;AM3+;Desktop
AMD FX-670K Quad-Core;2;2980;1578;65;FM2;Desktop
AMD FX-7500 APU;4;1960;974;19;FP3;Laptop
AMD FX-7600P;4;2611;1265;35;FP3;Laptop
AMD FX-7600P APU;4;2856;1436;35;FP3;Laptop
AMD FX-770K Quad-Core;2;2915;1434;65;FM2+;Desktop
AMD FX-8100 Eight-Core;4;4046;1137;95;AM3+;Desktop
AMD FX-8120 Eight-Core;4;4641;1336;125;AM3+;Desktop
AMD FX-8140 Eight-Core;4;4860;1273;95;AM3+;Desktop
AMD FX-8150 Eight-Core;4;5253;1433;125;AM3+;Desktop
AMD FX-8300 Eight-Core;4;5298;1491;95;AM3+;Desktop
AMD FX-8310 Eight-Core;4;5128;1415;95;AM3+;Desktop
AMD FX-8320 Eight-Core;4;5448;1468;125;AM3+;Desktop
AMD FX-8320E Eight-Core;4;5083;1433;95;AM3+;Desktop
AMD FX-8350 Eight-Core;4;6055;1581;125;AM3+;Desktop
AMD FX-8370 Eight-Core;4;6201;1630;125;AM3+;Desktop
AMD FX-8370E Eight-Core;4;5306;1454;95;AM3+;Desktop
AMD FX-870K Quad Core;2;3183;1455;-1;Unknown;Unknown
AMD FX-8800P;2;2848;1379;35;FP4;Laptop
AMD FX-9370 Eight-Core;4;6140;1684;220;AM3+;Desktop
AMD FX-9590 Eight-Core;4;6768;1814;220;AM3+;Desktop
AMD FX-9800P;4;2554;1246;15;Unknown;Laptop
AMD FX-9830P;4;3306;1570;35;FP4;Laptop
AMD FX-B4150 Quad-Core;2;3369;1425;95;AM3+;Desktop
AMD G-T40E;2;289;313;-1;FT1;Laptop
AMD G-T40N;2;299;323;9;FT1;Laptop
AMD G-T40R;1;120;327;-1;FT1;Laptop
AMD G-T44R;1;120;302;9;FT1;Laptop
AMD G-T48E;2;429;458;18;FT1;Laptop
AMD G-T52R;1;177;381;18;FT1;Laptop
AMD G-T56E;2;442;522;18;FT1;Laptop
AMD G-T56N;2;484;528;18;FT1;Laptop
AMD Geode NX 2400+;1;400;634;-1;Unknown;Unknown
AMD GX-210JA SOC;2;248;231;6;FT3 (769-BGA);Laptop
AMD GX-212JC SOC;2;640;449;6;FT3b;Laptop
AMD GX-217GA SOC;2;784;563;15;FT3 (769-BGA);Laptop
AMD GX-218GL SOC;2;754;627;15;BGA769 (FT3b);Laptop
AMD GX-222GC SOC;2;1044;783;15;BGA769 (FT3b);Laptop, Mobile/Embedded
AMD GX-412HC;4;1090;414;7;FT3b;Laptop
AMD GX-412TC SOC;4;638;249;6;FT3b;Mobile/Embedded
AMD GX-415GA SOC;4;1413;515;15;FT3 (769-BGA);Laptop
AMD GX-416RA SOC;4;1604;561;-1;FT3;Mobile/Embedded
AMD GX-420CA SOC;4;1777;675;25;FT3 (769-BGA);Laptop
AMD GX-420MC SOC;4;1796;695;-1;FTB3b;Laptop
AMD GX-424CC SOC;4;1783;804;25;FT3b;Laptop
AMD Opteron 1212;2;593;729;103;AM2;Server
AMD Opteron 1212 HE;2;771;731;65;AM2;Server
AMD Opteron 1214;2;696;830;103;AM2;Server
AMD Opteron 1214 HE;2;806;811;65;AM2;Server
AMD Opteron 1216;2;781;810;103;AM2;Server
AMD Opteron 1216 HE;2;727;847;65;AM2;Server
AMD Opteron 1218;2;910;962;103;AM2;Server
AMD Opteron 1218 HE;2;979;940;65;AM2;Server
AMD Opteron 1220;2;1036;1077;103;AM2;Server
AMD Opteron 1222;2;1089;1128;103;AM2;Server
AMD Opteron 1352;4;1547;857;75;AM2;Server
AMD Opteron 1354;4;1449;859;75;AM2;Server
AMD Opteron 1356;4;1703;918;75;AM2;Server
AMD Opteron 1381;4;1797;1011;75;AM3;Server
AMD Opteron 1385;4;1898;1035;115;AM2+,AM3;Server
AMD Opteron 1389;4;2079;1102;75;AM2;Server
AMD Opteron 144;1;316;376;67;939;Server
AMD Opteron 146;1;346;400;67;939;Server
AMD Opteron 148;1;392;443;-1;939;Server
AMD Opteron 150;1;393;471;-1;939;Server
AMD Opteron 152;1;428;487;104;939;Server
AMD Opteron 154;1;457;534;104;939;Server
AMD Opteron 165;2;531;638;110;939;Server
AMD Opteron 170;2;648;715;110;939;Server
AMD Opteron 175;2;682;773;110;939;Server
AMD Opteron 180;2;746;874;110;939;Server
AMD Opteron 185;2;695;884;110;939;Server
[Dual CPU] AMD Opteron 2216;2;1782;872;95;F (1207);Server
AMD Opteron 2218;2;1036;491;95;F (1207);Server
[Dual CPU] AMD Opteron 2218;2;1994;964;95;F (1207);Server
AMD Opteron 2220;2;1106;553;95;F (1207);Server
[Dual CPU] AMD Opteron 2220;2;1533;1013;95;F (1207);Server
AMD Opteron 2220 SE;2;909;519;119;F (1207);Server
AMD Opteron 2222;2;1198;618;95;F (1207);Server
[Dual CPU] AMD Opteron 2222;2;2123;1084;95;F (1207);Server
AMD Opteron 2354;4;1509;857;115;F (1207);Server
[Dual CPU] AMD Opteron 2354;4;3242;899;115;F (1207);Server
AMD Opteron 2356;4;1733;849;75;F (1207);Server
[Dual CPU] AMD Opteron 2356;4;3009;894;75;F (1207);Server
AMD Opteron 2373 EE;4;1744;876;60;F (1207);Server
[Dual CPU] AMD Opteron 2373 EE;4;3521;865;60;F (1207);Server
[Dual CPU] AMD Opteron 2374 HE;4;3667;915;55;F (1207);Server
AMD Opteron 2378;4;1864;936;75;F (1207);Server
[Dual CPU] AMD Opteron 2382;4;4516;1157;115;F (1207);Server
AMD Opteron 2384;4;2074;1074;75;F (1207);Server
[Dual CPU] AMD Opteron 2387;4;4105;1107;75;F (1207);Server
AMD Opteron 2393 SE;2;1317;1237;105;F (1207);Server
AMD Opteron 2419 EE;6;1902;396;60;F (1207);Server
AMD Opteron 2427;6;1995;386;75;F (1207);Server
[Dual CPU] AMD Opteron 2427;6;4499;906;75;F (1207);Server
AMD Opteron 2431;6;2936;570;75;F (1207);Server
AMD Opteron 2435;6;3061;593;75;F (1207);Server
[Dual CPU] AMD Opteron 2435;6;5260;1122;75;F (1207);Server
AMD Opteron 254;1;451;578;68;940;Server
AMD Opteron 270;2;736;587;95;940;Server
AMD Opteron 275;2;839;445;95;940;Server
AMD Opteron 280;2;765;430;95;940;Server
AMD Opteron 285;2;956;509;95;940;Server
[Dual CPU] AMD Opteron 285;2;1441;989;95;940;Server
AMD Opteron 290;2;952;570;95;940;Server
[Dual CPU] AMD Opteron 290;2;1430;1046;95;940;Server
AMD Opteron 3250 HE;2;2061;1003;45;AM3+;Server
AMD Opteron 3260 HE;2;2283;900;45;AM3+;Server
AMD Opteron 3280;8;3723;1036;65;AM3+;Server
AMD Opteron 3320 EE;2;1918;838;25;AM3+;Server
AMD Opteron 3350 HE;4;2825;1362;45;Unknown;Server
AMD Opteron 3365;4;4091;1123;65;AM3+;Server
AMD Opteron 3380;8;4134;1107;65;Unknown;Server
AMD Opteron 4130;4;2347;1149;95;F (1207);Server
[Dual CPU] AMD Opteron 4130;4;4200;1086;95;F (1207);Server
AMD Opteron 4162 EE;6;2058;382;35;F (1207);Server
AMD Opteron 4170 HE;6;2382;476;65;C32;Server
AMD Opteron 4174 HE;6;2986;1035;65;C32;Server
AMD Opteron 4184;6;2872;630;95;C32;Server
AMD Opteron 4226;3;3400;1157;95;Socket C32;Server
[Dual CPU] AMD Opteron 4238;3;7236;1313;95;Socket C32;Server
AMD Opteron 4274 HE;4;5776;1060;65;C32;Server
AMD Opteron 4280;4;4504;1141;95;Socket C32;Server
AMD Opteron 4284;4;4665;1181;95;Socket C32;Server
[Dual CPU] AMD Opteron 4284;4;8560;1369;95;Socket C32;Server
AMD Opteron 4332 HE;6;3906;1413;65;Socket C32;Server
AMD Opteron 4334;3;3949;1269;95;Socket C32;Server
AMD Opteron 4365 EE;4;3485;958;40;Socket C32;Server
AMD Opteron 4386;4;4378;1012;95;C32;Server
[Dual CPU] AMD Opteron 4386;4;9359;1311;95;C32;Server
AMD Opteron 6128;8;2826;447;115;G34;Server
[Dual CPU] AMD Opteron 6128;8;6141;862;115;G34;Server
AMD Opteron 6128 HE;8;2932;823;85;Socket G34;Server
[Dual CPU] AMD Opteron 6128 HE;8;6339;883;85;Socket G34;Server
[Dual CPU] AMD Opteron 6134;8;6053;898;115;G34;Server
AMD Opteron 6136;8;3381;549;115;Socket G34;Server
[Dual CPU] AMD Opteron 6136;8;7964;1059;115;Socket G34;Server
AMD Opteron 6164 HE;12;3478;399;85;Socket G34;Server
[Quad CPU] AMD Opteron 6168;12;15745;845;115;G34;Server
AMD Opteron 6172;12;2615;564;115;G34;Server
[Quad CPU] AMD Opteron 6172;12;16032;919;115;G34;Server
AMD Opteron 6174;12;3697;488;115;Socket G34;Server
[Quad CPU] AMD Opteron 6174;12;12607;939;115;Socket G34;Server
AMD Opteron 6176 SE;12;3564;507;140;G34;Server
[Dual CPU] AMD Opteron 6176 SE;12;7818;963;140;G34;Server
AMD Opteron 6212;4;4007;1085;115;Socket G34;Server
AMD Opteron 6220;4;4753;1203;115;Socket G34;Server
[Dual CPU] AMD Opteron 6220;4;7951;1235;115;Socket G34;Server
AMD Opteron 6234;6;4072;547;115;G34;Server
[Dual CPU] AMD Opteron 6234;6;8644;887;115;G34;Server
AMD Opteron 6238;6;5625;1157;115;Socket G34;Server
AMD Opteron 6272;8;5240;753;115;G34;Server
[Dual CPU] AMD Opteron 6272;8;9239;966;115;G34;Server
AMD Opteron 6274;8;5643;871;115;G34;Server
[Dual CPU] AMD Opteron 6274;8;10313;974;115;G34;Server
AMD Opteron 6276;8;6245;1005;115;Socket G34;Server
[Quad CPU] AMD Opteron 6276;8;10763;969;115;Socket G34;Server
[Dual CPU] AMD Opteron 6276;8;9168;916;115;Socket G34;Server
[Quad CPU] AMD Opteron 6278;16;13733;1007;115;Unknown;Server
AMD Opteron 6281;8;7279;1129;-1;Socket G34;Server
AMD Opteron 6282 SE;16;6385;953;140;Unknown;Server
[Quad CPU] AMD Opteron 6282 SE;16;12083;894;140;Unknown;Server
[Dual CPU] AMD Opteron 6282 SE;16;7130;517;140;Unknown;Server
AMD Opteron 6287 SE;16;6925;1091;-1;G34;Server
AMD Opteron 6328;4;5306;1419;115;G34;Server
[Quad CPU] AMD Opteron 6328;4;10076;1252;115;G34;Server
[Dual CPU] AMD Opteron 6328;4;9508;1442;115;G34;Server
AMD Opteron 6344;6;6069;1231;115;Unknown;Server
AMD Opteron 6348;6;7850;1333;115;Unknown;Server
[Dual CPU] AMD Opteron 6348;6;13470;1344;115;Unknown;Server
AMD Opteron 6366 HE;8;5613;1003;85;Unknown;Server
[Dual CPU] AMD Opteron 6366 HE;8;10265;1167;85;Unknown;Server
AMD Opteron 6376;8;5572;1165;115;Socket G34;Server
[Quad CPU] AMD Opteron 6376;8;21745;1185;115;Socket G34;Server
[Dual CPU] AMD Opteron 6376;8;12278;1131;115;Socket G34;Server
AMD Opteron 6378;8;5889;1127;115;G34;Server
[Quad CPU] AMD Opteron 6378;8;13236;1065;115;G34;Server
[Dual CPU] AMD Opteron 6378;8;12352;1018;115;G34;Server
AMD Opteron 6380;8;6687;1092;115;G34;Server
[Quad CPU] AMD Opteron 6380;8;14622;1334;115;G34;Server
[Dual CPU] AMD Opteron 6380;8;12377;1133;115;G34;Server
AMD Opteron 6386 SE;16;8291;1305;140;Socket G34;Server
[Dual CPU] AMD Opteron 6386 SE;16;12761;1297;140;Socket G34;Server
[Quad CPU] AMD Opteron 8356;4;5397;929;75;F (1207);Server
[Quad CPU] AMD Opteron 8378;4;7726;1044;115;F (1207);Server
AMD Opteron 8439 SE;6;2479;590;105;F (1207);Server
[Dual CPU] AMD Opteron 8439 SE;6;6340;1204;105;F (1207);Server
[Quad CPU] AMD Opteron 885;2;2696;-1;95;949;Server
AMD Opteron X2170 APU;4;1911;832;25;FT3;Server
AMD Opteron X3216 APU;2;1475;1264;15;Unknown;Server
AMD Opteron X3418 APU;4;3043;1427;25;Unknown;Server
AMD Opteron X3421 APU;4;3440;1515;35;Unknown;Server
AMD Phenom 8250 Triple-Core;3;1114;752;65;Unknown;Desktop
AMD Phenom 8250e Triple-Core;3;1084;729;65;940;Desktop
AMD Phenom 8400 Triple-Core;3;1164;819;95;AM2+;Desktop
AMD Phenom 8450 Triple-Core;3;1216;835;95;AM2+;Desktop
AMD Phenom 8450e Triple-Core;3;1225;811;65;AM2+;Desktop
AMD Phenom 8600 Triple-Core;3;1210;898;95;AM2+;Desktop
AMD Phenom 8600B Triple-Core;3;1461;971;95;AM2+;Desktop
AMD Phenom 8650 Triple-Core;3;1237;870;95;AM2+;Desktop
AMD Phenom 8750 Triple-Core;3;1445;976;95;AM2+;Desktop
AMD Phenom 8750B Triple-Core;3;1188;901;95;AM2+;Desktop
AMD Phenom 8850 Triple-Core;3;1142;982;95;AM2+;Desktop
AMD Phenom 8850B Triple-Core;3;1281;972;95;Unknown;Desktop
AMD Phenom 9100e Quad-Core;4;1279;734;65;AM2+;Desktop
AMD Phenom 9150e Quad-Core;4;1414;721;65;AM2+;Desktop
AMD Phenom 9350e Quad-Core;4;1501;792;65;AM2+;Desktop
AMD Phenom 9450e Quad-Core;4;1455;841;65;AM2+;Desktop
AMD Phenom 9500 Quad-Core;4;1549;861;95;AM2+;Desktop
AMD Phenom 9550 Quad-Core;4;1656;862;95;AM2+;Desktop
AMD Phenom 9600 Quad-Core;4;1577;881;95;AM2+;Desktop
AMD Phenom 9600B Quad-Core;4;1822;934;95;AM2+;Desktop
AMD Phenom 9650 Quad-Core;4;1713;904;95;AM2+;Desktop
AMD Phenom 9750 Quad-Core;4;1833;946;125;AM2+;Desktop
AMD Phenom 9750B Quad-Core;4;1520;913;95;AM2+;Desktop
AMD Phenom 9850 Quad-Core;4;1722;938;125;AM2+;Desktop
AMD Phenom 9850B Quad-Core;4;1946;992;95;Unknown;Unknown
AMD Phenom 9950 Quad-Core;4;1884;1027;125;AM2+;Desktop
AMD Phenom FX-5000 Quad-Core;4;1599;826;65;AM2+;Unknown
AMD Phenom FX-5200 Quad-Core;4;1699;919;65;AM3;Unknown
AMD Phenom II N620 Dual-Core;2;1014;1088;35;S1;Laptop
AMD Phenom II N640 Dual-Core;2;965;1039;35;S1;Laptop
AMD Phenom II N660 Dual-Core;2;1063;1076;35;S1;Laptop
AMD Phenom II N830 3+1;4;1768;935;35;S1;Laptop
AMD Phenom II N830 Triple-Core;3;1229;831;35;S1;Laptop
AMD Phenom II N850 Triple-Core;3;1262;891;35;S1;Laptop
AMD Phenom II N870 Triple-Core;3;1324;900;35;S1;Laptop
AMD Phenom II N930 Quad-Core;4;1584;817;35;S1;Laptop
AMD Phenom II N950 Quad-Core;4;1558;856;35;S1;Laptop
AMD Phenom II N970 Quad-Core;4;1687;904;35;S1;Laptop
AMD Phenom II P650 Dual-Core;2;933;985;35;S1;Laptop
AMD Phenom II P820 Triple-Core;3;1068;717;25;S1;Laptop
AMD Phenom II P840 Triple-Core;3;1148;776;35;S1;Laptop
AMD Phenom II P860 Triple-Core;3;1250;831;35;S1;Laptop
